orderNumber, styleNumber, units, price
104139,5004139,4239,61.6
104140,5004140,4240,61.61
104141,5004141,4241,61.62
104142,5004142,4242,61.63
104143,5004143,4243,61.64
104144,5004144,4244,61.65
104145,5004145,4245,61.66
104146,5004146,4246,61.67
104147,5004147,4247,61.68
104148,5004148,4248,61.69
104149,5004149,4249,61.7
104150,5004150,4250,61.71
104151,5004151,4251,61.72
104152,5004152,4252,61.73
104153,5004153,4253,61.74
104154,5004154,4254,61.75
104155,5004155,4255,61.76
104156,5004156,4256,61.77
104157,5004157,4257,61.78
104158,5004158,4258,61.79
104159,5004159,4259,61.8
104160,5004160,4260,61.81
104161,5004161,4261,61.82
104162,5004162,4262,61.83
104163,5004163,4263,61.84
104164,5004164,4264,61.85
104165,5004165,4265,61.86
104166,5004166,4266,61.87
104167,5004167,4267,61.88
104168,5004168,4268,61.89
104169,5004169,4269,61.9
104170,5004170,4270,61.91
104171,5004171,4271,61.92
104172,5004172,4272,61.93
104173,5004173,4273,61.94
104174,5004174,4274,61.95
104175,5004175,4275,61.96
104176,5004176,4276,61.97
104177,5004177,4277,61.98
104178,5004178,4278,61.99
104179,5004179,4279,62
104180,5004180,4280,62.01
104181,5004181,4281,62.02
104182,5004182,4282,62.03
104183,5004183,4283,62.04
104184,5004184,4284,62.05
104185,5004185,4285,62.06
104186,5004186,4286,62.07
104187,5004187,4287,62.08
104188,5004188,4288,62.09
104189,5004189,4289,62.1
104190,5004190,4290,62.11
104191,5004191,4291,62.12
104192,5004192,4292,62.13
104193,5004193,4293,62.14
104194,5004194,4294,62.15
104195,5004195,4295,62.16
104196,5004196,4296,62.17
104197,5004197,4297,62.18
104198,5004198,4298,62.19
104199,5004199,4299,62.2
104200,5004200,4300,62.21
104201,5004201,4301,62.22
104202,5004202,4302,62.23
104203,5004203,4303,62.24
104204,5004204,4304,62.25
104205,5004205,4305,62.26
104206,5004206,4306,62.27
104207,5004207,4307,62.28
104208,5004208,4308,62.29
104209,5004209,4309,62.3
104210,5004210,4310,62.31
104211,5004211,4311,62.32
104212,5004212,4312,62.33
104213,5004213,4313,62.34
104214,5004214,4314,62.35
104215,5004215,4315,62.36
104216,5004216,4316,62.37
104217,5004217,4317,62.38
104218,5004218,4318,62.39
104219,5004219,4319,62.4
104220,5004220,4320,62.41
104221,5004221,4321,62.42
104222,5004222,4322,62.43
104223,5004223,4323,62.44
104224,5004224,4324,62.45
104225,5004225,4325,62.46
104226,5004226,4326,62.47
104227,5004227,4327,62.48
104228,5004228,4328,62.49
104229,5004229,4329,62.5
104230,5004230,4330,62.51
104231,5004231,4331,62.52
104232,5004232,4332,62.53
104233,5004233,4333,62.54
104234,5004234,4334,62.55
104235,5004235,4335,62.56
104236,5004236,4336,62.57
104237,5004237,4337,62.58
104238,5004238,4338,62.59
104239,5004239,4339,62.6
104240,5004240,4340,62.61
104241,5004241,4341,62.62
104242,5004242,4342,62.63
104243,5004243,4343,62.64
104244,5004244,4344,62.65
104245,5004245,4345,62.66
104246,5004246,4346,62.67
104247,5004247,4347,62.68
104248,5004248,4348,62.69
104249,5004249,4349,62.7
104250,5004250,4350,62.71
104251,5004251,4351,62.72
104252,5004252,4352,62.73
104253,5004253,4353,62.74
104254,5004254,4354,62.75
104255,5004255,4355,62.76
104256,5004256,4356,62.77
104257,5004257,4357,62.78
104258,5004258,4358,62.79
104259,5004259,4359,62.8
104260,5004260,4360,62.81
104261,5004261,4361,62.82
104262,5004262,4362,62.83
104263,5004263,4363,62.84
104264,5004264,4364,62.85
104265,5004265,4365,62.86
104266,5004266,4366,62.87
104267,5004267,4367,62.88
104268,5004268,4368,62.89
104269,5004269,4369,62.9
104270,5004270,4370,62.91
104271,5004271,4371,62.92
104272,5004272,4372,62.93
104273,5004273,4373,62.94
104274,5004274,4374,62.95
104275,5004275,4375,62.96
104276,5004276,4376,62.97
104277,5004277,4377,62.98
104278,5004278,4378,62.99
104279,5004279,4379,63
104280,5004280,4380,63.01
104281,5004281,4381,63.02
104282,5004282,4382,63.03
104283,5004283,4383,63.04
104284,5004284,4384,63.05
104285,5004285,4385,63.06
104286,5004286,4386,63.07
104287,5004287,4387,63.08
104288,5004288,4388,63.09
104289,5004289,4389,63.1
104290,5004290,4390,63.11
104291,5004291,4391,63.12
104292,5004292,4392,63.13
104293,5004293,4393,63.14
104294,5004294,4394,63.15
104295,5004295,4395,63.16
104296,5004296,4396,63.17
104297,5004297,4397,63.18
104298,5004298,4398,63.19
104299,5004299,4399,63.2
104300,5004300,4400,63.21
104301,5004301,4401,63.22
104302,5004302,4402,63.23
104303,5004303,4403,63.24
104304,5004304,4404,63.25
104305,5004305,4405,63.26
104306,5004306,4406,63.27
104307,5004307,4407,63.28
104308,5004308,4408,63.29
104309,5004309,4409,63.3
104310,5004310,4410,63.31
104311,5004311,4411,63.32
104312,5004312,4412,63.33
104313,5004313,4413,63.34
104314,5004314,4414,63.35
104315,5004315,4415,63.36
104316,5004316,4416,63.37
104317,5004317,4417,63.38
104318,5004318,4418,63.39
104319,5004319,4419,63.4
104320,5004320,4420,63.41
104321,5004321,4421,63.42
104322,5004322,4422,63.43
104323,5004323,4423,63.44
104324,5004324,4424,63.45
104325,5004325,4425,63.46
104326,5004326,4426,63.47
104327,5004327,4427,63.48
104328,5004328,4428,63.49
104329,5004329,4429,63.5
104330,5004330,4430,63.51
104331,5004331,4431,63.52
104332,5004332,4432,63.53
104333,5004333,4433,63.54
104334,5004334,4434,63.55
104335,5004335,4435,63.56
104336,5004336,4436,63.57
104337,5004337,4437,63.58
104338,5004338,4438,63.59
104339,5004339,4439,63.6
104340,5004340,4440,63.61
104341,5004341,4441,63.62
104342,5004342,4442,63.63
104343,5004343,4443,63.64
104344,5004344,4444,63.65
104345,5004345,4445,63.66
104346,5004346,4446,63.67
104347,5004347,4447,63.68
104348,5004348,4448,63.69
104349,5004349,4449,63.7
104350,5004350,4450,63.71
104351,5004351,4451,63.72
104352,5004352,4452,63.73
104353,5004353,4453,63.74
104354,5004354,4454,63.75
104355,5004355,4455,63.76
104356,5004356,4456,63.77
104357,5004357,4457,63.78
104358,5004358,4458,63.79
104359,5004359,4459,63.8
104360,5004360,4460,63.81
104361,5004361,4461,63.82
104362,5004362,4462,63.83
104363,5004363,4463,63.84
104364,5004364,4464,63.85
104365,5004365,4465,63.86
104366,5004366,4466,63.87
104367,5004367,4467,63.88
104368,5004368,4468,63.89
104369,5004369,4469,63.9
104370,5004370,4470,63.91
104371,5004371,4471,63.92
104372,5004372,4472,63.93
104373,5004373,4473,63.94
104374,5004374,4474,63.95
104375,5004375,4475,63.96
104376,5004376,4476,63.97
104377,5004377,4477,63.98
104378,5004378,4478,63.99
104379,5004379,4479,64
104380,5004380,4480,64.01
104381,5004381,4481,64.02
104382,5004382,4482,64.03
104383,5004383,4483,64.04
104384,5004384,4484,64.05
104385,5004385,4485,64.06
104386,5004386,4486,64.07
104387,5004387,4487,64.08
104388,5004388,4488,64.09
104389,5004389,4489,64.1
104390,5004390,4490,64.11
104391,5004391,4491,64.12
104392,5004392,4492,64.13
104393,5004393,4493,64.14
104394,5004394,4494,64.15
104395,5004395,4495,64.16
104396,5004396,4496,64.17
104397,5004397,4497,64.18
104398,5004398,4498,64.19
104399,5004399,4499,64.2
104400,5004400,4500,64.21
104401,5004401,4501,64.22
104402,5004402,4502,64.23
104403,5004403,4503,64.24
104404,5004404,4504,64.25
104405,5004405,4505,64.26
104406,5004406,4506,64.27
104407,5004407,4507,64.28
104408,5004408,4508,64.29
104409,5004409,4509,64.3
104410,5004410,4510,64.31
104411,5004411,4511,64.32
104412,5004412,4512,64.33
104413,5004413,4513,64.34
104414,5004414,4514,64.35
104415,5004415,4515,64.36
104416,5004416,4516,64.37
104417,5004417,4517,64.38
104418,5004418,4518,64.39
104419,5004419,4519,64.4
104420,5004420,4520,64.41
104421,5004421,4521,64.42
104422,5004422,4522,64.43
104423,5004423,4523,64.44
104424,5004424,4524,64.45
104425,5004425,4525,64.46
104426,5004426,4526,64.47
104427,5004427,4527,64.48
104428,5004428,4528,64.49
104429,5004429,4529,64.5
104430,5004430,4530,64.51
104431,5004431,4531,64.52
104432,5004432,4532,64.53
104433,5004433,4533,64.54
104434,5004434,4534,64.55
104435,5004435,4535,64.56
104436,5004436,4536,64.57
104437,5004437,4537,64.58
104438,5004438,4538,64.59
104439,5004439,4539,64.6
104440,5004440,4540,64.61
104441,5004441,4541,64.62
104442,5004442,4542,64.63
104443,5004443,4543,64.64
104444,5004444,4544,64.65
104445,5004445,4545,64.66
104446,5004446,4546,64.67
104447,5004447,4547,64.68
104448,5004448,4548,64.69
104449,5004449,4549,64.7
104450,5004450,4550,64.71
104451,5004451,4551,64.72
104452,5004452,4552,64.73
104453,5004453,4553,64.74
104454,5004454,4554,64.75
104455,5004455,4555,64.76
104456,5004456,4556,64.77
104457,5004457,4557,64.78
104458,5004458,4558,64.79
104459,5004459,4559,64.8
104460,5004460,4560,64.81
104461,5004461,4561,64.82
104462,5004462,4562,64.83
104463,5004463,4563,64.84
104464,5004464,4564,64.85
104465,5004465,4565,64.86
104466,5004466,4566,64.87
104467,5004467,4567,64.88
104468,5004468,4568,64.89
104469,5004469,4569,64.9
104470,5004470,4570,64.91
104471,5004471,4571,64.92
104472,5004472,4572,64.93
104473,5004473,4573,64.94
104474,5004474,4574,64.95
104475,5004475,4575,64.96
104476,5004476,4576,64.97
104477,5004477,4577,64.98
104478,5004478,4578,64.99
104479,5004479,4579,65
104480,5004480,4580,65.01
104481,5004481,4581,65.02
104482,5004482,4582,65.03
104483,5004483,4583,65.04
104484,5004484,4584,65.05
104485,5004485,4585,65.06
104486,5004486,4586,65.07
104487,5004487,4587,65.08
104488,5004488,4588,65.09
104489,5004489,4589,65.1
104490,5004490,4590,65.11
104491,5004491,4591,65.12
104492,5004492,4592,65.13
104493,5004493,4593,65.14
104494,5004494,4594,65.15
104495,5004495,4595,65.16
104496,5004496,4596,65.17
104497,5004497,4597,65.18
104498,5004498,4598,65.19
104499,5004499,4599,65.2
104500,5004500,4600,65.21
104501,5004501,4601,65.22
104502,5004502,4602,65.23
104503,5004503,4603,65.24
104504,5004504,4604,65.25
104505,5004505,4605,65.26
104506,5004506,4606,65.27
104507,5004507,4607,65.28
104508,5004508,4608,65.29
104509,5004509,4609,65.3
104510,5004510,4610,65.31
104511,5004511,4611,65.32
104512,5004512,4612,65.33
104513,5004513,4613,65.34
104514,5004514,4614,65.35
104515,5004515,4615,65.36
104516,5004516,4616,65.37
104517,5004517,4617,65.38
104518,5004518,4618,65.39
104519,5004519,4619,65.4
104520,5004520,4620,65.41
104521,5004521,4621,65.42
104522,5004522,4622,65.43
104523,5004523,4623,65.44
104524,5004524,4624,65.45
104525,5004525,4625,65.46
104526,5004526,4626,65.47
104527,5004527,4627,65.48
104528,5004528,4628,65.49
104529,5004529,4629,65.5
104530,5004530,4630,65.51
104531,5004531,4631,65.52
104532,5004532,4632,65.53
104533,5004533,4633,65.54
104534,5004534,4634,65.55
104535,5004535,4635,65.56
104536,5004536,4636,65.57
104537,5004537,4637,65.58
104538,5004538,4638,65.59
104539,5004539,4639,65.6
104540,5004540,4640,65.61
104541,5004541,4641,65.62
104542,5004542,4642,65.63
104543,5004543,4643,65.64
104544,5004544,4644,65.65
104545,5004545,4645,65.66
104546,5004546,4646,65.67
104547,5004547,4647,65.68
104548,5004548,4648,65.69
104549,5004549,4649,65.7
104550,5004550,4650,65.71
104551,5004551,4651,65.72
104552,5004552,4652,65.73
104553,5004553,4653,65.74
104554,5004554,4654,65.75
104555,5004555,4655,65.76
104556,5004556,4656,65.77
104557,5004557,4657,65.78
104558,5004558,4658,65.79
104559,5004559,4659,65.8
104560,5004560,4660,65.81
104561,5004561,4661,65.82
104562,5004562,4662,65.83
104563,5004563,4663,65.84
104564,5004564,4664,65.85
104565,5004565,4665,65.86
104566,5004566,4666,65.87
104567,5004567,4667,65.88
104568,5004568,4668,65.89
104569,5004569,4669,65.9
104570,5004570,4670,65.91
104571,5004571,4671,65.92
104572,5004572,4672,65.93
104573,5004573,4673,65.94
104574,5004574,4674,65.95
104575,5004575,4675,65.96
104576,5004576,4676,65.97
104577,5004577,4677,65.98
104578,5004578,4678,65.99
104579,5004579,4679,66
104580,5004580,4680,66.01
104581,5004581,4681,66.02
104582,5004582,4682,66.03
104583,5004583,4683,66.04
104584,5004584,4684,66.05
104585,5004585,4685,66.06
104586,5004586,4686,66.07
104587,5004587,4687,66.08
104588,5004588,4688,66.09
104589,5004589,4689,66.1
104590,5004590,4690,66.11
104591,5004591,4691,66.12
104592,5004592,4692,66.13
104593,5004593,4693,66.14
104594,5004594,4694,66.15
104595,5004595,4695,66.16
104596,5004596,4696,66.17
104597,5004597,4697,66.18
104598,5004598,4698,66.19
104599,5004599,4699,66.2
104600,5004600,4700,66.21
104601,5004601,4701,66.22
104602,5004602,4702,66.23
104603,5004603,4703,66.24
104604,5004604,4704,66.25
104605,5004605,4705,66.26
104606,5004606,4706,66.27
104607,5004607,4707,66.28
104608,5004608,4708,66.29
104609,5004609,4709,66.3
104610,5004610,4710,66.31
104611,5004611,4711,66.32
104612,5004612,4712,66.33
104613,5004613,4713,66.34
104614,5004614,4714,66.35
104615,5004615,4715,66.36
104616,5004616,4716,66.37
104617,5004617,4717,66.38
104618,5004618,4718,66.39
104619,5004619,4719,66.4
104620,5004620,4720,66.41
104621,5004621,4721,66.42
104622,5004622,4722,66.43
104623,5004623,4723,66.44
104624,5004624,4724,66.45
104625,5004625,4725,66.46
104626,5004626,4726,66.47
104627,5004627,4727,66.48
104628,5004628,4728,66.49
104629,5004629,4729,66.5
104630,5004630,4730,66.51
104631,5004631,4731,66.52
104632,5004632,4732,66.53
104633,5004633,4733,66.54
104634,5004634,4734,66.55
104635,5004635,4735,66.56
104636,5004636,4736,66.57
104637,5004637,4737,66.58
104638,5004638,4738,66.59
104639,5004639,4739,66.6
104640,5004640,4740,66.61
104641,5004641,4741,66.62
104642,5004642,4742,66.63
104643,5004643,4743,66.64
104644,5004644,4744,66.65
104645,5004645,4745,66.66
104646,5004646,4746,66.67
104647,5004647,4747,66.68
104648,5004648,4748,66.69
104649,5004649,4749,66.7
104650,5004650,4750,66.71
104651,5004651,4751,66.72
104652,5004652,4752,66.73
104653,5004653,4753,66.74
104654,5004654,4754,66.75
104655,5004655,4755,66.76
104656,5004656,4756,66.77
104657,5004657,4757,66.78
104658,5004658,4758,66.79
104659,5004659,4759,66.8
104660,5004660,4760,66.81
104661,5004661,4761,66.82
104662,5004662,4762,66.83
104663,5004663,4763,66.84
104664,5004664,4764,66.85
104665,5004665,4765,66.86
104666,5004666,4766,66.87
104667,5004667,4767,66.88
104668,5004668,4768,66.89
104669,5004669,4769,66.9
104670,5004670,4770,66.91
104671,5004671,4771,66.92
104672,5004672,4772,66.93
104673,5004673,4773,66.94
104674,5004674,4774,66.95
104675,5004675,4775,66.96
104676,5004676,4776,66.97
104677,5004677,4777,66.98
104678,5004678,4778,66.99
104679,5004679,4779,67
104680,5004680,4780,67.01
104681,5004681,4781,67.02
104682,5004682,4782,67.03
104683,5004683,4783,67.04
104684,5004684,4784,67.05
104685,5004685,4785,67.06
104686,5004686,4786,67.07
104687,5004687,4787,67.08
104688,5004688,4788,67.09
104689,5004689,4789,67.1
104690,5004690,4790,67.11
104691,5004691,4791,67.12
104692,5004692,4792,67.13
104693,5004693,4793,67.14
104694,5004694,4794,67.15
104695,5004695,4795,67.16
104696,5004696,4796,67.17
104697,5004697,4797,67.18
104698,5004698,4798,67.19
104699,5004699,4799,67.2
104700,5004700,4800,67.21
104701,5004701,4801,67.22
104702,5004702,4802,67.23
104703,5004703,4803,67.24
104704,5004704,4804,67.25
104705,5004705,4805,67.26
104706,5004706,4806,67.27
104707,5004707,4807,67.28
104708,5004708,4808,67.29
104709,5004709,4809,67.3
104710,5004710,4810,67.31
104711,5004711,4811,67.32
104712,5004712,4812,67.33
104713,5004713,4813,67.34
104714,5004714,4814,67.35
104715,5004715,4815,67.36
104716,5004716,4816,67.37
104717,5004717,4817,67.38
104718,5004718,4818,67.39
104719,5004719,4819,67.4
104720,5004720,4820,67.41
104721,5004721,4821,67.42
104722,5004722,4822,67.43
104723,5004723,4823,67.44
104724,5004724,4824,67.45
104725,5004725,4825,67.46
104726,5004726,4826,67.47
104727,5004727,4827,67.48
104728,5004728,4828,67.49
104729,5004729,4829,67.5
104730,5004730,4830,67.51
104731,5004731,4831,67.52
104732,5004732,4832,67.53
104733,5004733,4833,67.54
104734,5004734,4834,67.55
104735,5004735,4835,67.56
104736,5004736,4836,67.57
104737,5004737,4837,67.58
104738,5004738,4838,67.59
104739,5004739,4839,67.6
104740,5004740,4840,67.61
104741,5004741,4841,67.62
104742,5004742,4842,67.63
104743,5004743,4843,67.64
104744,5004744,4844,67.65
104745,5004745,4845,67.66
104746,5004746,4846,67.67
104747,5004747,4847,67.68
104748,5004748,4848,67.69
104749,5004749,4849,67.7
104750,5004750,4850,67.71
104751,5004751,4851,67.72
104752,5004752,4852,67.73
104753,5004753,4853,67.74
104754,5004754,4854,67.75
104755,5004755,4855,67.76
104756,5004756,4856,67.77
104757,5004757,4857,67.78
104758,5004758,4858,67.79
104759,5004759,4859,67.8
104760,5004760,4860,67.81
104761,5004761,4861,67.82
104762,5004762,4862,67.83
104763,5004763,4863,67.84
104764,5004764,4864,67.85
104765,5004765,4865,67.86
104766,5004766,4866,67.87
104767,5004767,4867,67.88
104768,5004768,4868,67.89
104769,5004769,4869,67.9
104770,5004770,4870,67.91
104771,5004771,4871,67.92
104772,5004772,4872,67.93
104773,5004773,4873,67.94
104774,5004774,4874,67.95
104775,5004775,4875,67.96
104776,5004776,4876,67.97
104777,5004777,4877,67.98
104778,5004778,4878,67.99
104779,5004779,4879,68
104780,5004780,4880,68.01
104781,5004781,4881,68.02
104782,5004782,4882,68.03
104783,5004783,4883,68.04
104784,5004784,4884,68.05
104785,5004785,4885,68.06
104786,5004786,4886,68.07
104787,5004787,4887,68.08
104788,5004788,4888,68.09
104789,5004789,4889,68.1
104790,5004790,4890,68.11
104791,5004791,4891,68.12
104792,5004792,4892,68.13
104793,5004793,4893,68.14
104794,5004794,4894,68.15
104795,5004795,4895,68.16
104796,5004796,4896,68.17
104797,5004797,4897,68.18
104798,5004798,4898,68.19
104799,5004799,4899,68.2
104800,5004800,4900,68.21
104801,5004801,4901,68.22
104802,5004802,4902,68.23
104803,5004803,4903,68.24
104804,5004804,4904,68.25
104805,5004805,4905,68.26
104806,5004806,4906,68.27
104807,5004807,4907,68.28
104808,5004808,4908,68.29
104809,5004809,4909,68.3
104810,5004810,4910,68.31
104811,5004811,4911,68.32
104812,5004812,4912,68.33
104813,5004813,4913,68.34
104814,5004814,4914,68.35
104815,5004815,4915,68.36
104816,5004816,4916,68.37
104817,5004817,4917,68.38
104818,5004818,4918,68.39
104819,5004819,4919,68.4
104820,5004820,4920,68.41
104821,5004821,4921,68.42
104822,5004822,4922,68.43
104823,5004823,4923,68.44
104824,5004824,4924,68.45
104825,5004825,4925,68.46
104826,5004826,4926,68.47
104827,5004827,4927,68.48
104828,5004828,4928,68.49
104829,5004829,4929,68.5
104830,5004830,4930,68.51
104831,5004831,4931,68.52
104832,5004832,4932,68.53
104833,5004833,4933,68.54
104834,5004834,4934,68.55
104835,5004835,4935,68.56
104836,5004836,4936,68.57
104837,5004837,4937,68.58
104838,5004838,4938,68.59
104839,5004839,4939,68.6
104840,5004840,4940,68.61
104841,5004841,4941,68.62
104842,5004842,4942,68.63
104843,5004843,4943,68.64
104844,5004844,4944,68.65
104845,5004845,4945,68.66
104846,5004846,4946,68.67
104847,5004847,4947,68.68
104848,5004848,4948,68.69
104849,5004849,4949,68.7
104850,5004850,4950,68.71
104851,5004851,4951,68.72
104852,5004852,4952,68.73
104853,5004853,4953,68.74
104854,5004854,4954,68.75
104855,5004855,4955,68.76
104856,5004856,4956,68.77
104857,5004857,4957,68.78
104858,5004858,4958,68.79
104859,5004859,4959,68.8
104860,5004860,4960,68.81
104861,5004861,4961,68.82
104862,5004862,4962,68.83
104863,5004863,4963,68.84
104864,5004864,4964,68.85
104865,5004865,4965,68.86
104866,5004866,4966,68.87
104867,5004867,4967,68.88
104868,5004868,4968,68.89
104869,5004869,4969,68.9
104870,5004870,4970,68.91
104871,5004871,4971,68.92
104872,5004872,4972,68.93
104873,5004873,4973,68.94
104874,5004874,4974,68.95
104875,5004875,4975,68.96
104876,5004876,4976,68.97
104877,5004877,4977,68.98
104878,5004878,4978,68.99
104879,5004879,4979,69
104880,5004880,4980,69.01
104881,5004881,4981,69.02
104882,5004882,4982,69.03
104883,5004883,4983,69.04
104884,5004884,4984,69.05
104885,5004885,4985,69.06
104886,5004886,4986,69.07
104887,5004887,4987,69.08
104888,5004888,4988,69.09
104889,5004889,4989,69.1
104890,5004890,4990,69.11
104891,5004891,4991,69.12
104892,5004892,4992,69.13
104893,5004893,4993,69.14
104894,5004894,4994,69.15
104895,5004895,4995,69.16
104896,5004896,4996,69.17
104897,5004897,4997,69.18
104898,5004898,4998,69.19
104899,5004899,4999,69.2
104900,5004900,5000,69.21
104901,5004901,5001,69.22
104902,5004902,5002,69.23
104903,5004903,5003,69.24
104904,5004904,5004,69.25
104905,5004905,5005,69.26
104906,5004906,5006,69.27
104907,5004907,5007,69.28
104908,5004908,5008,69.29
104909,5004909,5009,69.3
104910,5004910,5010,69.31
104911,5004911,5011,69.32
104912,5004912,5012,69.33
104913,5004913,5013,69.34
104914,5004914,5014,69.35
104915,5004915,5015,69.36
104916,5004916,5016,69.37
104917,5004917,5017,69.38
104918,5004918,5018,69.39
104919,5004919,5019,69.4
104920,5004920,5020,69.41
104921,5004921,5021,69.42
104922,5004922,5022,69.43
104923,5004923,5023,69.44
104924,5004924,5024,69.45
104925,5004925,5025,69.46
104926,5004926,5026,69.47
104927,5004927,5027,69.48
104928,5004928,5028,69.49
104929,5004929,5029,69.5
104930,5004930,5030,69.51
104931,5004931,5031,69.52
104932,5004932,5032,69.53
104933,5004933,5033,69.54
104934,5004934,5034,69.55
104935,5004935,5035,69.56
104936,5004936,5036,69.57
104937,5004937,5037,69.58
104938,5004938,5038,69.59
104939,5004939,5039,69.6
104940,5004940,5040,69.61
104941,5004941,5041,69.62
104942,5004942,5042,69.63
104943,5004943,5043,69.64
104944,5004944,5044,69.65
104945,5004945,5045,69.66
104946,5004946,5046,69.67
104947,5004947,5047,69.68
104948,5004948,5048,69.69
104949,5004949,5049,69.7
104950,5004950,5050,69.71
104951,5004951,5051,69.72
104952,5004952,5052,69.73
104953,5004953,5053,69.74
104954,5004954,5054,69.75
104955,5004955,5055,69.76
104956,5004956,5056,69.77
104957,5004957,5057,69.78
104958,5004958,5058,69.79
104959,5004959,5059,69.8
104960,5004960,5060,69.81
104961,5004961,5061,69.82
104962,5004962,5062,69.83
104963,5004963,5063,69.84
104964,5004964,5064,69.85
104965,5004965,5065,69.86
104966,5004966,5066,69.87
104967,5004967,5067,69.88
104968,5004968,5068,69.89
104969,5004969,5069,69.9
104970,5004970,5070,69.91
104971,5004971,5071,69.92
104972,5004972,5072,69.93
104973,5004973,5073,69.94
104974,5004974,5074,69.95
104975,5004975,5075,69.96
104976,5004976,5076,69.97
104977,5004977,5077,69.98
104978,5004978,5078,69.99
104979,5004979,5079,70
104980,5004980,5080,70.01
104981,5004981,5081,70.02
104982,5004982,5082,70.03
104983,5004983,5083,70.04
104984,5004984,5084,70.05
104985,5004985,5085,70.06
104986,5004986,5086,70.07
104987,5004987,5087,70.08
104988,5004988,5088,70.09
104989,5004989,5089,70.1
104990,5004990,5090,70.11
104991,5004991,5091,70.12
104992,5004992,5092,70.13
104993,5004993,5093,70.14
104994,5004994,5094,70.15
104995,5004995,5095,70.16
104996,5004996,5096,70.17
104997,5004997,5097,70.18
104998,5004998,5098,70.19
104999,5004999,5099,70.2
105000,5005000,5100,70.21
105001,5005001,5101,70.22
105002,5005002,5102,70.23
105003,5005003,5103,70.24
105004,5005004,5104,70.25
105005,5005005,5105,70.26
105006,5005006,5106,70.27
105007,5005007,5107,70.28
105008,5005008,5108,70.29
105009,5005009,5109,70.3
105010,5005010,5110,70.31
105011,5005011,5111,70.32
105012,5005012,5112,70.33
105013,5005013,5113,70.34
105014,5005014,5114,70.35
105015,5005015,5115,70.36
105016,5005016,5116,70.37
105017,5005017,5117,70.38
105018,5005018,5118,70.39
105019,5005019,5119,70.4
105020,5005020,5120,70.41
105021,5005021,5121,70.42
105022,5005022,5122,70.43
105023,5005023,5123,70.44
105024,5005024,5124,70.45
105025,5005025,5125,70.46
105026,5005026,5126,70.47
105027,5005027,5127,70.48
105028,5005028,5128,70.49
105029,5005029,5129,70.5
105030,5005030,5130,70.51
105031,5005031,5131,70.52
105032,5005032,5132,70.53
105033,5005033,5133,70.54
105034,5005034,5134,70.55
105035,5005035,5135,70.56
105036,5005036,5136,70.57
105037,5005037,5137,70.58
105038,5005038,5138,70.59
105039,5005039,5139,70.6
105040,5005040,5140,70.61
105041,5005041,5141,70.62
105042,5005042,5142,70.63
105043,5005043,5143,70.64
105044,5005044,5144,70.65
105045,5005045,5145,70.66
105046,5005046,5146,70.67
105047,5005047,5147,70.68
105048,5005048,5148,70.69
105049,5005049,5149,70.7
105050,5005050,5150,70.71
105051,5005051,5151,70.72
105052,5005052,5152,70.73
105053,5005053,5153,70.74
105054,5005054,5154,70.75
105055,5005055,5155,70.76
105056,5005056,5156,70.77
105057,5005057,5157,70.78
105058,5005058,5158,70.79
105059,5005059,5159,70.8
105060,5005060,5160,70.81
105061,5005061,5161,70.82
105062,5005062,5162,70.83
105063,5005063,5163,70.84
105064,5005064,5164,70.85
105065,5005065,5165,70.86
105066,5005066,5166,70.87
105067,5005067,5167,70.88
105068,5005068,5168,70.89
105069,5005069,5169,70.9
105070,5005070,5170,70.91
105071,5005071,5171,70.92
105072,5005072,5172,70.93
105073,5005073,5173,70.94
105074,5005074,5174,70.95
105075,5005075,5175,70.96
105076,5005076,5176,70.97
105077,5005077,5177,70.98
105078,5005078,5178,70.99
105079,5005079,5179,71
105080,5005080,5180,71.01
105081,5005081,5181,71.02
105082,5005082,5182,71.03
105083,5005083,5183,71.04
105084,5005084,5184,71.05
105085,5005085,5185,71.06
105086,5005086,5186,71.07
105087,5005087,5187,71.08
105088,5005088,5188,71.09
105089,5005089,5189,71.1
105090,5005090,5190,71.11
105091,5005091,5191,71.12
105092,5005092,5192,71.13
105093,5005093,5193,71.14
105094,5005094,5194,71.15
105095,5005095,5195,71.16
105096,5005096,5196,71.17
105097,5005097,5197,71.18
105098,5005098,5198,71.19
105099,5005099,5199,71.2
105100,5005100,5200,71.21
105101,5005101,5201,71.22
105102,5005102,5202,71.23
105103,5005103,5203,71.24
105104,5005104,5204,71.25
105105,5005105,5205,71.26
105106,5005106,5206,71.27
105107,5005107,5207,71.28
105108,5005108,5208,71.29
105109,5005109,5209,71.3
105110,5005110,5210,71.31
105111,5005111,5211,71.32
105112,5005112,5212,71.33
105113,5005113,5213,71.34
105114,5005114,5214,71.35
105115,5005115,5215,71.36
105116,5005116,5216,71.37
105117,5005117,5217,71.38
105118,5005118,5218,71.39
105119,5005119,5219,71.4
105120,5005120,5220,71.41
105121,5005121,5221,71.42
105122,5005122,5222,71.43
105123,5005123,5223,71.44
105124,5005124,5224,71.45
105125,5005125,5225,71.46
105126,5005126,5226,71.47
105127,5005127,5227,71.48
105128,5005128,5228,71.49
105129,5005129,5229,71.5
105130,5005130,5230,71.51
105131,5005131,5231,71.52
105132,5005132,5232,71.53
105133,5005133,5233,71.54
105134,5005134,5234,71.55
105135,5005135,5235,71.56
105136,5005136,5236,71.57
105137,5005137,5237,71.58
105138,5005138,5238,71.59
